iter	Passed	Remaining
1254	139866	83028
1255	139981	82918
1256	140092	82807
1257	140220	82705
1258	140323	82589
1259	140434	82477
1260	140550	82368
1261	140650	82250
1262	140767	82142
1263	140883	82033
1264	140993	81921
1265	141100	81807
1266	141223	81702
1267	141353	81601
1268	141463	81489
1269	141576	81378
1270	141674	81259
1271	141791	81150
1272	141919	81048
1273	142023	80933
1274	142136	80822
1275	142254	80714
1276	142380	80611
1277	142493	80501
1278	142619	80397
1279	142727	80284
1280	142840	80173
1281	142943	80057
1282	143048	79942
1283	143158	79829
1284	143271	79719
1285	143406	79620
1286	143513	79506
1287	143621	79393
1288	143738	79284
1289	143846	79171
1290	143957	79059
1291	144065	78946
1292	144182	78837
1293	144293	78726
1294	144402	78613
1295	144516	78502
1296	144630	78392
1297	144740	78280
1298	144838	78161
1299	144946	78048
1300	145051	77932
1301	145153	77816
1302	145261	77703
1303	145371	77590
1304	145489	77483
1305	145607	77374
1306	145717	77262
1307	145818	77145
1308	145919	77028
1309	146027	76915
1310	146132	76800
1311	146248	76691
1312	146364	76582
1313	146482	76474
1314	146597	76364
1315	146715	76256
1316	146835	76149
1317	146942	76035
1318	147047	75920
1319	147147	75803
1320	147254	75689
1321	147371	75580
1322	147483	75469
1323	147600	75361
1324	147709	75248
1325	147826	75139
1326	147932	75025
1327	148039	74911
1328	148147	74798
1329	148259	74686
1330	148380	74580
1331	148489	74467
1332	148600	74356
1333	148708	74242
1334	148827	74134
1335	148944	74026
1336	149047	73910
1337	149166	73802
1338	149275	73689
1339	149380	73575
1340	149488	73462
1341	149590	73345
1342	149699	73233
1343	149809	73121
1344	149924	73011
1345	150029	72896
1346	150145	72787
1347	150261	72678
1348	150365	72563
1349	150475	72450
1350	150573	72333
1351	150681	72219
1352	150776	72100
1353	150879	71985
1354	150999	71878
1355	151124	71773
1356	151226	71657
1357	151326	71539
1358	151448	71433
1359	151557	71321
1360	151664	71207
1361	151758	71087
1362	151862	70973
1363	151975	70862
1364	152089	70752
1365	152190	70636
1366	152288	70518
1367	152388	70401
1368	152506	70293
1369	152607	70177
1370	152711	70062
1371	152824	69951
1372	152924	69834
1373	153023	69718
1374	153124	69602
1375	153230	69488
1376	153330	69371
1377	153434	69256
1378	153548	69146
1379	153652	69032
1380	153751	68915
1381	153881	68812
1382	153990	68700
1383	154110	68592
1384	154223	68481
1385	154332	68369
1386	154435	68254
1387	154550	68144
1388	154665	68034
1389	154775	67923
1390	154879	67808
1391	154987	67695
1392	155100	67585
1393	155207	67471
1394	155319	67360
1395	155422	67245
1396	155528	67132
1397	155639	67020
1398	155740	66904
1399	155845	66790
1400	155955	66678
1401	156062	66565
1402	156165	66450
1403	156276	66339
1404	156376	66223
1405	156486	66111
1406	156586	65995
1407	156698	65884
1408	156820	65777
1409	156930	65665
1410	157033	65551
1411	157143	65439
1412	157253	65327
1413	157366	65216
1414	157466	65101
1415	157576	64989
1416	157682	64875
1417	157788	64762
1418	157888	64646
1419	157999	64535
1420	158108	64422
1421	158208	64307
1422	158311	64192
1423	158419	64079
1424	158519	63964
1425	158627	63851
1426	158741	63741
1427	158850	63629
1428	158952	63514
1429	159064	63403
1430	159176	63292
1431	159283	63179
1432	159393	63067
1433	159498	62954
1434	159613	62844
1435	159722	62732
1436	159822	62616
1437	159934	62505
1438	160036	62390
1439	160137	62275
1440	160237	62160
1441	160355	62051
1442	160474	61943
1443	160587	61832
1444	160701	61722
1445	160800	61606
1446	160913	61496
1447	161013	61380
1448	161135	61273
1449	161248	61163
1450	161363	61053
1451	161474	60942
1452	161578	60828
1453	161685	60715
1454	161785	60600
1455	161893	60487
1456	162010	60378
1457	162110	60263
1458	162210	60147
1459	162309	60032
1460	162411	59917
1461	162519	59805
1462	162627	59693
1463	162731	59579
1464	162838	59466
1465	162950	59355
1466	163062	59244
1467	163170	59132
1468	163281	59021
1469	163394	58910
1470	163501	58798
1471	163607	58685
1472	163723	58576
1473	163830	58463
1474	163936	58350
1475	164046	58238
1476	164152	58125
1477	164253	58011
1478	164356	57897
1479	164460	57783
1480	164564	57669
1481	164674	57558
1482	164792	57449
1483	164907	57339
1484	165023	57230
1485	165126	57116
1486	165229	57002
1487	165337	56890
1488	165448	56779
1489	165554	56666
1490	165669	56556
1491	165774	56443
1492	165877	56329
1493	165986	56217
1494	166095	56105
1495	166201	55993
1496	166301	55878
1497	166415	55768
1498	166535	55660
1499	166643	55547
1500	166751	55435
1501	166856	55322
1502	166959	55208
1503	167071	55098
1504	167180	54986
1505	167287	54873
1506	167405	54765
1507	167510	54651
1508	167633	54544
1509	167738	54431
1510	167846	54319
1511	167940	54203
1512	168049	54091
1513	168163	53981
1514	168287	53874
1515	168395	53762
1516	168517	53654
1517	168641	53547
1518	168742	53433
1519	168848	53320
1520	168955	53208
1521	169065	53096
1522	169187	52989
1523	169282	52872
1524	169391	52761
1525	169510	52652
1526	169613	52539
1527	169727	52428
1528	169835	52317
1529	169946	52205
1530	170056	52094
1531	170153	51979
1532	170270	51869
1533	170380	51758
1534	170492	51647
1535	170599	51535
1536	170701	51421
1537	170804	51308
1538	170918	51197
1539	171035	51088
1540	171154	50979
1541	171259	50867
1542	171371	50756
1543	171476	50643
1544	171585	50531
1545	171687	50417
1546	171793	50305
1547	171898	50192
1548	172006	50080
1549	172106	49966
1550	172221	49856
1551	172334	49745
1552	172440	49633
1553	172555	49523
1554	172673	49414
1555	172774	49300
1556	172882	49188
1557	172990	49076
1558	173088	48962
1559	173207	48853
1560	173313	48740
1561	173431	48631
1562	173540	48520
1563	173646	48407
1564	173746	48293
1565	173856	48182
1566	173958	48068
1567	174059	47955
1568	174176	47845
1569	174292	47736
1570	174392	47622
1571	174498	47509
1572	174608	47398
1573	174723	47288
1574	174825	47175
1575	174942	47065
1576	175043	46952
1577	175146	46838
1578	175250	46726
1579	175364	46615
1580	175458	46500
1581	175562	46387
1582	175680	46278
1583	175800	46169
1584	175902	46056
1585	175993	45940
1586	176086	45824
1587	176187	45711
1588	176291	45598
1589	176395	45485
1590	176513	45376
1591	176614	45262
1592	176716	45149
1593	176817	45036
1594	176911	44920
1595	177017	44808
1596	177115	44694
1597	177222	44582
1598	177328	44470
1599	177432	44358
1600	177541	44246
1601	177650	44135
1602	177757	44023
1603	177863	43911
1604	177971	43799
1605	178086	43690
1606	178191	43577
1607	178304	43467
1608	178411	43355
1609	178523	43244
1610	178634	43134
1611	178756	43025
1612	178850	42910
1613	178970	42802
1614	179071	42688
1615	179195	42581
1616	179294	42467
1617	179395	42354
1618	179498	42241
1619	179620	42133
1620	179731	42022
1621	179842	41911
1622	179952	41800
1623	180073	41691
1624	180178	41579
1625	180279	41466
1626	180379	41353
1627	180493	41242
1628	180605	41132
1629	180704	41018
1630	180803	40905
1631	180909	40793
1632	181033	40685
1633	181136	40572
1634	181238	40459
1635	181346	40348
1636	181459	40238
1637	181571	40127
1638	181682	40016
1639	181789	39905
1640	181890	39792
1641	181999	39680
1642	182115	39571
1643	182219	39458
1644	182340	39350
1645	182451	39239
1646	182564	39128
1647	182679	39018
1648	182792	38908
1649	182907	38798
1650	183020	38688
1651	183128	38576
1652	183237	38465
1653	183346	38354
1654	183444	38240
1655	183561	38131
1656	183654	38016
1657	183754	37903
1658	183866	37792
